State	Sex	AgeGroup	TotalDeath	COVIDProp	InfluenzaProp	PneumoniaProp
Florida	Male	30-49 years	7425	0.0572390572390572	0.00296296296296296	0.058989898989899
Florida	Male	50-64 years	17964	0.0858383433533734	0.00233800935203741	0.0957470496548653
Florida	Male	65-74 years	21217	0.104585945232596	0.00188528067115992	0.12466418438045
Florida	Male	75-84 years	25496	0.108722936931283	0.00160809538751177	0.125627549419517
Florida	Male	85 years and over	23865	0.0967525665200084	0.000921852084642782	0.113723025350932
Florida	Female	0-17 years	684	0	0	0.0219298245614035
Florida	Female	18-29 years	881	0.0227014755959137	0	0.0419977298524404
Florida	Female	30-49 years	4068	0.0555555555555556	0.00467059980334317	0.0722713864306785
Florida	Female	50-64 years	10838	0.073537553054069	0.00276803838346558	0.0983576305591437
Florida	Female	65-74 years	14610	0.0955509924709103	0.0026694045174538	0.113347022587269
Florida	Female	75-84 years	21444	0.0965304980414102	0.00172542436112666	0.107769072934154
Florida	Female	85 years and over	33811	0.0840554849013635	0.00100558989677915	0.0835231137795392
Georgia	Male	0-17 years	482	0	0	0
Georgia	Male	18-29 years	1135	0.0167400881057269	0	0.0193832599118943
Georgia	Male	30-49 years	3439	0.0639720849084036	0	0.0529223611514975
Georgia	Male	50-64 years	8514	0.0907916373032652	0.00164435048155978	0.0856236786469345
Georgia	Male	65-74 years	9318	0.113329040566645	0.00128783000643915	0.104743507190384
Georgia	Male	75-84 years	9108	0.114514712340799	0.00131752305665349	0.117259552042161
Georgia	Male	85 years and over	6545	0.0980901451489687	0	0.0977845683728037
Georgia	Female	0-17 years	373	0	0	0
Georgia	Female	18-29 years	385	0.0467532467532468	0	0.038961038961039
Georgia	Female	30-49 years	2111	0.0805305542396968	0	0.0767408810990052
Georgia	Female	50-64 years	5699	0.0928233023337428	0.00245657132830321	0.0951044042814529
Georgia	Female	65-74 years	7047	0.105293032496098	0.00184475663402866	0.0933730665531432
Georgia	Female	75-84 years	8981	0.0990980959804031	0.0016701926288832	0.0906357866607282
Georgia	Female	85 years and over	11398	0.0882610984383225	0	0.0753640989647307
Hawaii	Male	0-17 years	42	0	0	0
Hawaii	Male	18-29 years	87	0	0	0
Hawaii	Male	30-49 years	368	0	0	0.0353260869565217
Hawaii	Male	50-64 years	915	0.0437158469945355	0	0.053551912568306
Hawaii	Male	65-74 years	1118	0.0393559928443649	0	0.0652951699463327
Hawaii	Male	75-84 years	1119	0.0357462019660411	0	0.0705987488829312
Hawaii	Male	85 years and over	1322	0.0317700453857791	0	0.0930408472012103
Hawaii	Female	0-17 years	47	0	0	0
Hawaii	Female	18-29 years	36	0	0	0
Hawaii	Female	30-49 years	169	0	0	0
Hawaii	Female	50-64 years	472	0.0360169491525424	0	0.0783898305084746
Hawaii	Female	65-74 years	665	0.0270676691729323	0	0.0706766917293233
Hawaii	Female	75-84 years	852	0.0234741784037559	0	0.0551643192488263
Hawaii	Female	85 years and over	1965	0.0244274809160305	0	0.0641221374045802
Idaho	Male	0-17 years	100	0	0	0
Idaho	Male	18-29 years	154	0	0	0
Idaho	Male	30-49 years	458	0.0305676855895196	0	0
Idaho	Male	50-64 years	1052	0.0389733840304183	0	0.0560836501901141
Idaho	Male	65-74 years	1412	0.061614730878187	0	0.0686968838526912
Idaho	Male	75-84 years	1708	0.0772833723653396	0	0.0778688524590164
Idaho	Male	85 years and over	1530	0.0777777777777778	0	0.0699346405228758
Idaho	Female	0-17 years	56	0	0	0
Idaho	Female	18-29 years	61	0	0	0
Idaho	Female	30-49 years	250	0	0	0
Idaho	Female	50-64 years	737	0.0352781546811398	0	0.0719131614654003
Idaho	Female	65-74 years	1005	0.0587064676616915	0	0.072636815920398
Idaho	Female	75-84 years	1451	0.0530668504479669	0	0.0475534114403859
Idaho	Female	85 years and over	2074	0.0641272902603664	0	0.0520732883317261
Illinois	Male	0-17 years	543	0	0	0
Illinois	Male	18-29 years	1420	0.0183098591549296	0	0.0204225352112676
Illinois	Male	30-49 years	3998	0.0785392696348174	0	0.0562781390695348
Illinois	Male	50-64 years	9598	0.0964784330068764	0.00197957907897479	0.0915815794957283
Illinois	Male	65-74 years	10580	0.115217391304348	0.00141776937618147	0.115122873345936
Illinois	Male	75-84 years	11355	0.114487010127697	0.00176133861734919	0.123557904007045
Illinois	Male	85 years and over	11010	0.10236148955495	0.00136239782016349	0.112988192552225
Illinois	Female	0-17 years	360	0	0	0
Illinois	Female	18-29 years	465	0.0301075268817204	0	0.032258064516129
Illinois	Female	30-49 years	1916	0.0657620041753653	0	0.0741127348643006
Illinois	Female	50-64 years	5820	0.081786941580756	0.00309278350515464	0.0938144329896907
Illinois	Female	65-74 years	7767	0.0888373889532638	0.00193124758594052	0.0972061284923394
Illinois	Female	75-84 years	10927	0.0933467557426558	0.00247094353436442	0.103047497025716
Illinois	Female	85 years and over	18603	0.09734988980272	0.00209643605870021	0.0903080148363167
Indiana	Male	0-17 years	334	0	0	0
Indiana	Male	18-29 years	812	0	0	0.0123152709359606
Indiana	Male	30-49 years	2313	0.0298313878080415	0	0.0458279290964116
Indiana	Male	50-64 years	5599	0.0550098231827112	0.00232184318628326	0.07983568494374
Indiana	Male	65-74 years	6495	0.0888375673595073	0.00200153964588145	0.111008468052348
Indiana	Male	75-84 years	6988	0.0978820835718374	0.00228963938179737	0.121780194619347
Indiana	Male	85 years and over	6045	0.107361455748553	0.00198511166253102	0.111331679073615
Indiana	Female	0-17 years	259	0	0	0
Indiana	Female	18-29 years	297	0	0	0
Indiana	Female	30-49 years	1247	0.0344827586206897	0	0.0593424218123496
Indiana	Female	50-64 years	3711	0.0506601994071679	0.00431150633252493	0.0943142010239828
Indiana	Female	65-74 years	4873	0.0759285860865996	0.00266776113277242	0.101785347835009
Indiana	Female	75-84 years	6782	0.0937776467118844	0.00221173695075199	0.103509289295193
Indiana	Female	85 years and over	10197	0.0983622634108071	0.00235363342159459	0.0792389918603511
Iowa	Male	0-17 years	127	0	0	0
Iowa	Male	18-29 years	240	0	0	0
Iowa	Male	30-49 years	778	0.0488431876606684	0	0.0372750642673522
Iowa	Male	50-64 years	2216	0.0694945848375451	0	0.0694945848375451
Iowa	Male	65-74 years	2754	0.0740740740740741	0	0.0838779956427015
Iowa	Male	75-84 years	3090	0.0828478964401295	0	0.0883495145631068
Iowa	Male	85 years and over	3493	0.0939020898940739	0	0.0890352132837103
Iowa	Female	0-17 years	86	0	0	0
Iowa	Female	18-29 years	77	0	0	0
Iowa	Female	30-49 years	389	0.038560411311054	0	0.0411311053984576
Iowa	Female	50-64 years	1363	0.0674981658107117	0	0.0733675715333822
Iowa	Female	65-74 years	1973	0.0704510897110999	0.00608210846426761	0.0719716168271668
Iowa	Female	75-84 years	2847	0.0793818054092027	0.00421496311907271	0.0797330523357921
Iowa	Female	85 years and over	5634	0.0764998225062123	0.00390486332978346	0.0621228257011005
Kansas	Male	0-17 years	141	0	0	0
Kansas	Male	18-29 years	326	0	0	0
Kansas	Male	30-49 years	819	0.0378510378510378	0	0.0366300366300366
Kansas	Male	50-64 years	2050	0.0482926829268293	0	0.0590243902439024
Kansas	Male	65-74 years	2460	0.0585365853658537	0	0.0800813008130081
Kansas	Male	75-84 years	2731	0.0735994141340168	0.00476016111314537	0.0827535701208349
Kansas	Male	85 years and over	2850	0.067719298245614	0	0.0891228070175439
Kansas	Female	0-17 years	95	0	0	0
Kansas	Female	18-29 years	97	0	0	0
Kansas	Female	30-49 years	439	0.0250569476082005	0	0.0318906605922551
Kansas	Female	50-64 years	1334	0.0389805097451274	0	0.0704647676161919
Kansas	Female	65-74 years	1763	0.0448099829835508	0	0.074872376630743
Kansas	Female	75-84 years	2458	0.0557363710333605	0.00610252237591538	0.0707892595606184
Kansas	Female	85 years and over	4302	0.0557880055788006	0.00302185030218503	0.0683403068340307
Kentucky	Male	0-17 years	214	0	0	0
Kentucky	Male	18-29 years	535	0	0	0
Kentucky	Male	30-49 years	2066	0.0154888673765731	0	0.0450145208131655
Kentucky	Male	50-64 years	4515	0.0263565891472868	0.0026578073089701	0.0753045404208195
Kentucky	Male	65-74 years	4672	0.0485873287671233	0.00278253424657534	0.102953767123288
Kentucky	Male	75-84 years	4663	0.0469654728715419	0.00235899635427836	0.115376367145614
Kentucky	Male	85 years and over	3424	0.0578271028037383	0.00321261682242991	0.112733644859813
Kentucky	Female	0-17 years	145	0	0	0
Kentucky	Female	18-29 years	232	0	0	0
Kentucky	Female	30-49 years	1099	0.013648771610555	0	0.0591446769790719
Kentucky	Female	50-64 years	2985	0.0321608040201005	0.00469011725293132	0.0827470686767169
Kentucky	Female	65-74 years	3631	0.0448912145414486	0.00385568713852933	0.0980446158083173
Kentucky	Female	75-84 years	4661	0.051705642565973	0	0.0989058142029607
Kentucky	Female	85 years and over	5733	0.0638409209837781	0.00209314495028781	0.0840746555032269
Louisiana	Male	0-17 years	274	0	0	0
Louisiana	Male	18-29 years	631	0.0237717908082409	0	0.0301109350237718
Louisiana	Male	30-49 years	2079	0.0711880711880712	0	0.0514670514670515
Louisiana	Male	50-64 years	4647	0.111900150634818	0	0.087368194534108
Louisiana	Male	65-74 years	5174	0.144568998840356	0.00212601468882876	0.119636644762273
Louisiana	Male	75-84 years	5105	0.162781586679726	0	0.125171400587659
Louisiana	Male	85 years and over	3849	0.148610028578852	0	0.125487139516758
Louisiana	Female	0-17 years	183	0	0	0
Louisiana	Female	18-29 years	262	0.0381679389312977	0	0.0687022900763359
Louisiana	Female	30-49 years	1128	0.0948581560283688	0	0.0682624113475177
Louisiana	Female	50-64 years	3105	0.126892109500805	0.00322061191626409	0.103381642512077
Louisiana	Female	65-74 years	3825	0.127843137254902	0	0.101437908496732
Louisiana	Female	75-84 years	5002	0.149340263894442	0	0.109156337465014
Louisiana	Female	85 years and over	6335	0.12138910812944	0	0.0904498816101026
Maine	Male	0-17 years	54	0	0	0
Maine	Male	18-29 years	125	0	0	0
Maine	Male	30-49 years	443	0	0	0
Maine	Male	50-64 years	1185	0.00843881856540084	0	0.0379746835443038
Maine	Male	65-74 years	1332	0.0157657657657658	0	0.0698198198198198
Maine	Male	75-84 years	1528	0.0157068062827225	0	0.0804973821989529
Maine	Male	85 years and over	1503	0.0159680638722555	0	0.093812375249501
Maine	Female	0-17 years	33	0	0	0
Maine	Female	18-29 years	37	0	0	0
Maine	Female	30-49 years	203	0	0	0.0591133004926108
Maine	Female	50-64 years	624	0	0	0.0496794871794872
Maine	Female	65-74 years	973	0.0102774922918808	0	0.0534429599177801
Maine	Female	75-84 years	1416	0.0190677966101695	0	0.0628531073446328
Maine	Female	85 years and over	2319	0.0202673566192324	0	0.0547649849072876
Maryland	Male	0-17 years	226	0	0	0
Maryland	Male	18-29 years	731	0.027359781121751	0	0.027359781121751
Maryland	Male	30-49 years	2186	0.0663311985361391	0	0.0471180237877402
Maryland	Male	50-64 years	4651	0.0965383788432595	0.00301010535368738	0.081702859600086
Maryland	Male	65-74 years	4852	0.107378400659522	0	0.103050288540808
Maryland	Male	75-84 years	5280	0.123106060606061	0.00265151515151515	0.120643939393939
Maryland	Male	85 years and over	5160	0.106201550387597	0.00329457364341085	0.113372093023256
Maryland	Female	0-17 years	173	0	0	0
Maryland	Female	18-29 years	273	0	0	0.0366300366300366
Maryland	Female	30-49 years	1117	0.053715308863026	0	0.0590868397493286
Maryland	Female	50-64 years	2956	0.0882949932341001	0.0047361299052774	0.0832205683355886
Maryland	Female	65-74 years	3770	0.104244031830239	0.00397877984084881	0.105835543766578
Maryland	Female	75-84 years	5246	0.113419748379718	0.00362180709111704	0.0953107129241327
Maryland	Female	85 years and over	8519	0.106702664631999	0.00199553938255664	0.0886254255194272
Massachusetts	Male	0-17 years	177	0	0	0
Massachusetts	Male	18-29 years	499	0	0	0
Massachusetts	Male	30-49 years	1920	0.0427083333333333	0	0.0354166666666667
Massachusetts	Male	50-64 years	4546	0.0945886493620765	0.00483941926968764	0.0829300483941927
Massachusetts	Male	65-74 years	5355	0.142110177404295	0.00336134453781513	0.119701213818861
Massachusetts	Male	75-84 years	6506	0.18152474638795	0.00399631109744851	0.141715339686443
Massachusetts	Male	85 years and over	7307	0.196113315998358	0.00273710140960723	0.142192418229095
Massachusetts	Female	0-17 years	127	0	0	0
Massachusetts	Female	18-29 years	191	0	0	0
Massachusetts	Female	30-49 years	922	0.0422993492407809	0	0.0357917570498915
Massachusetts	Female	50-64 years	2686	0.0960536113179449	0.00372300819061802	0.08265078183172
Massachusetts	Female	65-74 years	3906	0.1321044546851	0.00307219662058372	0.108550947260625
Massachusetts	Female	75-84 years	6329	0.172697108547954	0.00300205403697267	0.120714172855111
Massachusetts	Female	85 years and over	12629	0.198907276902368	0.00237548499485312	0.109193126930082
Michigan	Male	0-17 years	469	0	0	0
Michigan	Male	18-29 years	1009	0.0138751238850347	0	0.0247770069375619
Michigan	Male	30-49 years	3353	0.054577989859827	0.00298240381747689	0.0521920668058455
Michigan	Male	50-64 years	8500	0.0752941176470588	0.00329411764705882	0.0822352941176471
Michigan	Male	65-74 years	9836	0.0970923139487597	0.00366002440016267	0.10492069947133
Michigan	Male	75-84 years	10608	0.0964366515837104	0.00207390648567119	0.111425339366516
Michigan	Male	85 years and over	9952	0.0822950160771704	0.0020096463022508	0.0940514469453376
Michigan	Female	0-17 years	376	0	0	0
Michigan	Female	18-29 years	391	0.030690537084399	0	0.0460358056265985
Michigan	Female	30-49 years	1795	0.0568245125348189	0	0.0579387186629526
Michigan	Female	50-64 years	5327	0.0703960953632439	0.00638257931293411	0.0876666040923597
Michigan	Female	65-74 years	7346	0.0910699700517288	0.00408385515927035	0.102777021508304
Michigan	Female	75-84 years	9941	0.0838949803842672	0.00291721154813399	0.0901317774871743
Michigan	Female	85 years and over	16042	0.0787931679341728	0.00143373644184017	0.0743672858745792
Minnesota	Male	0-17 years	240	0	0	0
Minnesota	Male	18-29 years	422	0	0	0
Minnesota	Male	30-49 years	1180	0.0288135593220339	0	0.0449152542372881
Minnesota	Male	50-64 years	3268	0.0544675642594859	0.00397796817625459	0.0599755201958384
Minnesota	Male	65-74 years	3840	0.0604166666666667	0.00390625	0.0731770833333333
Minnesota	Male	75-84 years	4702	0.0797532964695874	0.00297745640153126	0.0874096129306678
Minnesota	Male	85 years and over	5330	0.0876172607879925	0.00225140712945591	0.0874296435272045
Minnesota	Female	0-17 years	145	0	0	0
Minnesota	Female	18-29 years	156	0	0	0
Minnesota	Female	30-49 years	726	0.0234159779614325	0	0.046831955922865
Minnesota	Female	50-64 years	1973	0.0390268626457172	0.00861632032437912	0.0745058286872783
Minnesota	Female	65-74 years	2804	0.0631241084165478	0.00463623395149786	0.0752496433666191
Minnesota	Female	75-84 years	4470	0.0675615212527964	0.00246085011185682	0.0731543624161074
Minnesota	Female	85 years and over	8220	0.0849148418491484	0.00194647201946472	0.0670316301703163
Mississippi	Male	0-17 years	195	0	0	0
Mississippi	Male	18-29 years	439	0.0227790432801822	0	0.0273348519362187
Mississippi	Male	30-49 years	1442	0.0631067961165049	0	0.0686546463245492
Mississippi	Male	50-64 years	3354	0.0933214072748956	0	0.116577221228384
Mississippi	Male	65-74 years	3694	0.128857606930157	0	0.143205197617759
Mississippi	Male	75-84 years	3488	0.132454128440367	0	0.143635321100917
Mississippi	Male	85 years and over	2457	0.121693121693122	0	0.134717134717135
Mississippi	Female	0-17 years	116	0	0	0
Mississippi	Female	18-29 years	147	0.0884353741496599	0	0.0748299319727891
Mississippi	Female	30-49 years	870	0.106896551724138	0	0.0977011494252874
Mississippi	Female	50-64 years	2226	0.130727762803235	0	0.130727762803235
Mississippi	Female	65-74 years	2717	0.124033860875966	0	0.134707397865293
Mississippi	Female	75-84 years	3481	0.118069520252801	0	0.123240448147084
Mississippi	Female	85 years and over	4246	0.116109279321715	0	0.103862458784739
Missouri	Male	0-17 years	346	0	0	0
Missouri	Male	18-29 years	857	0	0	0.0116686114352392
Missouri	Male	30-49 years	2226	0.0197663971248877	0.00449236298292902	0.0332434860736747
Missouri	Male	50-64 years	5476	0.04163623082542	0.00401753104455807	0.0593498904309715
Missouri	Male	65-74 years	6172	0.0627025275437459	0.00259235255994815	0.0732339598185353
Missouri	Male	75-84 years	6861	0.0769567118495846	0.00291502696399942	0.0890540737501822
Missouri	Male	85 years and over	5860	0.0832764505119454	0.00255972696245734	0.0882252559726962
Missouri	Female	0-17 years	241	0	0	0
Missouri	Female	18-29 years	325	0	0	0
Missouri	Female	30-49 years	1156	0.027681660899654	0	0.0406574394463668
Missouri	Female	50-64 years	3464	0.0438799076212471	0.00375288683602771	0.0562933025404157
Missouri	Female	65-74 years	4735	0.0623020063357973	0.00359028511087645	0.0726504751847941
Missouri	Female	75-84 years	6266	0.0655920842642834	0.00510692626875199	0.0735716565592084
Missouri	Female	85 years and over	9313	0.0788145602920649	0.00214753570278106	0.0661440996456566
Montana	Male	0-17 years	44	0	0	0
Montana	Male	18-29 years	123	0	0	0
Montana	Male	30-49 years	332	0	0	0.0391566265060241
Montana	Male	50-64 years	808	0.0457920792079208	0	0.0581683168316832
Montana	Male	65-74 years	1079	0.0593141797961075	0	0.0759962928637627
Montana	Male	75-84 years	1199	0.0575479566305254	0	0.0750625521267723
Montana	Male	85 years and over	1095	0.0502283105022831	0	0.0794520547945206
Montana	Female	0-17 years	42	0	0	0
Montana	Female	18-29 years	45	0	0	0
Montana	Female	30-49 years	178	0	0	0
Montana	Female	50-64 years	485	0.0536082474226804	0	0.0432989690721649
Montana	Female	65-74 years	686	0.0393586005830904	0	0.0772594752186589
Montana	Female	75-84 years	872	0.0573394495412844	0	0.0653669724770642
Montana	Female	85 years and over	1484	0.0464959568733154	0	0.0539083557951483
Nebraska	Male	0-17 years	119	0	0	0
Nebraska	Male	18-29 years	158	0	0	0
Nebraska	Male	30-49 years	484	0.0454545454545455	0	0.0371900826446281
Nebraska	Male	50-64 years	1220	0.0565573770491803	0	0.0762295081967213
Nebraska	Male	65-74 years	1541	0.0733290071382219	0	0.0804672290720311
Nebraska	Male	75-84 years	1733	0.0744373918061166	0	0.0836699365262551
Nebraska	Male	85 years and over	1815	0.0567493112947658	0	0.100826446280992
Nebraska	Female	0-17 years	60	0	0	0
Nebraska	Female	18-29 years	56	0	0	0
Nebraska	Female	30-49 years	252	0	0	0.0634920634920635
Nebraska	Female	50-64 years	779	0.0539152759948652	0	0.0757381258023107
Nebraska	Female	65-74 years	1131	0.0433244916003537	0	0.0733863837312113
Nebraska	Female	75-84 years	1626	0.0516605166051661	0	0.0836408364083641
Nebraska	Female	85 years and over	2912	0.0539148351648352	0	0.0703983516483516
Nevada	Male	0-17 years	137	0	0	0
Nevada	Male	18-29 years	348	0	0	0
Nevada	Male	30-49 years	1124	0.0774021352313167	0	0.0880782918149466
Nevada	Male	50-64 years	2584	0.0893962848297214	0	0.126934984520124
Nevada	Male	65-74 years	3006	0.0954757152361943	0	0.141383898868929
Nevada	Male	75-84 years	3202	0.0933791380387258	0	0.129918800749532
Nevada	Male	85 years and over	2198	0.0723384895359418	0	0.105550500454959
Nevada	Female	0-17 years	87	0	0	0
Nevada	Female	18-29 years	136	0	0	0
